latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo,id
-17.393078,-66.156003,-41,andy2662,2021-10-17 12:17:39.581000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,653
-17.393012,-66.155766,-52,andy2662,2021-10-17 12:17:29.582000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,652
-17.392925,-66.15537,-56,andy2662,2021-10-17 12:17:18.589000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,651
-17.393019,-66.155226,-53,andy2662,2021-10-17 12:16:47.593000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,650
-17.392848,-66.154393,-60,andy2662,2021-10-17 12:16:37.168000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,649
-17.392758,-66.154012,-60,andy2662,2021-10-17 12:16:00.150000+00:00,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,648
-17.392744,-66.158861,-43,andy2662,2021-10-17 11:54:19.626000+00:00,Centro Prueba 1,Ninguna,Entel,20,ZTE CORPORATION,736023035923079,MF193A,647
-17.395925,-66.156088,-64,andy2662,2021-10-17 11:52:14.092000+00:00,Centro Prueba 1,Ninguna,Entel,20,ZTE CORPORATION,736023035923079,MF193A,646
-17.396331,-66.156108,-55,andy2662,2021-10-17 11:52:02.625000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,645
-17.396179,-66.156981,-50,andy2662,2021-10-17 11:51:35.639000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,644
-17.395695,-66.157088,-50,andy2662,2021-10-17 11:51:25.638000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,643
-17.395354,-66.157196,-57,andy2662,2021-10-17 11:51:16.630000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,642
-17.395183,-66.157274,-56,andy2662,2021-10-17 11:50:56.625000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,641
-17.394717,-66.157299,-57,andy2662,2021-10-17 11:50:47.630000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,640
-17.394282,-66.157439,-50,andy2662,2021-10-17 11:50:35.632000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,639
-17.394021,-66.157531,-50,andy2662,2021-10-17 11:50:16.635000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,638
-17.393569,-66.157577,-44,andy2662,2021-10-17 11:50:06.626000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,637
-17.393293,-66.157665,-52,andy2662,2021-10-17 11:49:57.635000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,636
-17.392736,-66.157815,-57,andy2662,2021-10-17 11:49:45.639000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,635
-17.392498,-66.158079,-53,andy2662,2021-10-17 11:49:33.639000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,634
-17.392584,-66.158641,-55,andy2662,2021-10-17 11:49:25.225000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,633
-17.392839,-66.158746,-53,andy2662,2021-10-17 11:49:08.652000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,632
-17.393077,-66.15875,-53,andy2662,2021-10-17 11:48:33.692000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,631
-17.393441,-66.158668,-53,andy2662,2021-10-17 11:48:24.651000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,630
-17.393836,-66.15863,-46,andy2662,2021-10-17 11:48:14.653000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,629
-17.393957,-66.158609,-49,andy2662,2021-10-17 11:47:59.658000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,628
-17.394392,-66.158493,-51,andy2662,2021-10-17 11:47:46.666000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,627
-17.394763,-66.158389,-47,andy2662,2021-10-17 11:47:37.677000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,626
-17.394892,-66.158359,-49,andy2662,2021-10-17 11:47:28.672000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,625
-17.39521,-66.158283,-49,andy2662,2021-10-17 11:47:18.677000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,624
-17.395474,-66.158139,-59,andy2662,2021-10-17 11:47:09.682000+00:00,Centro Prueba 1,Ninguna,Entel,22,ZTE CORPORATION,736023035923079,MF193A,623
-17.395426,-66.157792,-42,andy2662,2021-10-17 11:47:00.682000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,622
-17.395391,-66.157449,-49,andy2662,2021-10-17 11:46:51.688000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,621
-17.395372,-66.157109,-53,andy2662,2021-10-17 11:46:42.691000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,620
-17.395311,-66.156882,-52,andy2662,2021-10-17 11:46:14.166000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,619
-17.395298,-66.156631,-58,andy2662,2021-10-17 11:46:04.719000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,618
-17.395276,-66.156538,-55,andy2662,2021-10-17 11:45:50.730000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,617
-17.395252,-66.156426,-52,andy2662,2021-10-17 11:45:40.727000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,616
-17.395196,-66.156151,-48,andy2662,2021-10-17 11:45:30.725000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,615
-17.395189,-66.156098,-43,andy2662,2021-10-17 11:45:20.723000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,614
-17.39516,-66.155919,-52,andy2662,2021-10-17 11:45:10.737000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,613
-17.395095,-66.155346,-56,andy2662,2021-10-17 11:44:58.722000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,612
-17.395034,-66.154951,-50,andy2662,2021-10-17 11:44:49.734000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,611
-17.395046,-66.15473,-41,andy2662,2021-10-17 11:44:38.724000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,610
-17.395063,-66.154415,-55,andy2662,2021-10-17 11:44:29.717000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,609
-17.395125,-66.154126,-47,andy2662,2021-10-17 11:44:20.717000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,608
-17.395652,-66.153972,-54,andy2662,2021-10-17 11:44:04.717000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,607
-17.395967,-66.153898,-50,andy2662,2021-10-17 11:43:55.714000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,606
-17.396026,-66.154019,-48,andy2662,2021-10-17 11:43:45.714000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,605
-17.396039,-66.154142,-54,andy2662,2021-10-17 11:43:36.262000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,604
-17.396202,-66.154857,-49,andy2662,2021-10-17 11:43:06.715000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,603
-17.396262,-66.155251,-59,andy2662,2021-10-17 11:42:57.727000+00:00,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,602
-17.396311,-66.155531,-55,andy2662,2021-10-17 11:42:48.710000+00:00,Centro Prueba 1,Ninguna,Entel,22,ZTE CORPORATION,736023035923079,MF193A,601
-17.39639,-66.155959,-57,andy2662,2021-10-17 11:42:39.710000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,600
-17.396442,-66.156381,-55,andy2662,2021-10-17 11:42:29.710000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,599
-17.396549,-66.156893,-53,andy2662,2021-10-17 11:42:19.709000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,598
-17.396603,-66.157298,-58,andy2662,2021-10-17 11:42:10.706000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,597
-17.396672,-66.157619,-52,andy2662,2021-10-17 11:41:59.706000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,596
-17.396694,-66.157946,-50,andy2662,2021-10-17 11:41:50.703000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,595
-17.397003,-66.158033,-49,andy2662,2021-10-17 11:41:35.706000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,594
-17.39754,-66.157935,-43,andy2662,2021-10-17 11:41:21.703000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,593
-17.397665,-66.157744,-49,andy2662,2021-10-17 11:41:12.734000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,592
-17.397528,-66.15721,-51,andy2662,2021-10-17 11:40:57.699000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,591
-17.39752,-66.156848,-49,andy2662,2021-10-17 11:40:48.699000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,590
-17.397434,-66.15651,-39,andy2662,2021-10-17 11:40:38.701000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,589
-17.397251,-66.155583,-56,andy2662,2021-10-17 11:40:27.234000+00:00,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,588
-17.397202,-66.154921,-40,andy2662,2021-10-17 11:40:11.697000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,587
-17.397144,-66.1545,-52,andy2662,2021-10-17 11:40:03.702000+00:00,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,586
-17.397091,-66.153986,-46,andy2662,2021-10-17 11:39:42.696000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,585
-17.397099,-66.153588,-46,andy2662,2021-10-17 11:39:33.698000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,584
-17.397241,-66.153481,-50,andy2662,2021-10-17 11:39:24.698000+00:00,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,583
-17.3974,-66.153468,-36,andy2662,2021-10-17 11:39:15.698000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,582
-17.397851,-66.153438,-50,andy2662,2021-10-17 11:39:04.695000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,581
-17.398135,-66.153479,-57,andy2662,2021-10-17 11:38:55.715000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,580
-17.398168,-66.153636,-57,andy2662,2021-10-17 11:38:24.697000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,579
-17.398216,-66.153931,-54,andy2662,2021-10-17 11:38:08.702000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,578
-17.398261,-66.154245,-57,andy2662,2021-10-17 11:37:30.708000+00:00,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,577
-17.398245,-66.154397,-54,andy2662,2021-10-17 11:37:18.709000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,576
-17.39838,-66.154603,-55,andy2662,2021-10-17 11:36:57.744000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,575
-17.398382,-66.154882,-44,andy2662,2021-10-17 11:36:33.702000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,574
-17.398449,-66.155166,-49,andy2662,2021-10-17 11:36:24.707000+00:00,Centro Prueba 1,Ninguna,Entel,25,ZTE CORPORATION,736023035923079,MF193A,573
-17.398511,-66.155601,-47,andy2662,2021-10-17 11:36:14.129000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,572
-17.398593,-66.15595,-51,andy2662,2021-10-17 11:35:53.696000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,571
-17.398734,-66.156448,-57,andy2662,2021-10-17 11:35:44.689000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,570
-17.398744,-66.156809,-40,andy2662,2021-10-17 11:35:35.704000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,569
-17.398794,-66.157246,-50,andy2662,2021-10-17 11:35:26.691000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,568
-17.398916,-66.157626,-48,andy2662,2021-10-17 11:35:16.697000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,567
-17.39931,-66.157724,-40,andy2662,2021-10-17 11:35:05.691000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,566
-17.399427,-66.15742,-32,andy2662,2021-10-17 11:34:55.706000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,565
-17.399421,-66.156877,-49,andy2662,2021-10-17 11:34:43.691000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,564
-17.399156,-66.156624,-47,andy2662,2021-10-17 11:34:33.227000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,563
-17.398537,-66.156699,-46,andy2662,2021-10-17 11:34:07.694000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,562
-17.398365,-66.156708,-47,andy2662,2021-10-17 11:33:50.691000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,561
-17.398192,-66.156753,-60,andy2662,2021-10-17 11:33:42.687000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,560
-17.397435,-66.156908,-48,andy2662,2021-10-17 11:33:29.728000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,559
-17.396864,-66.156988,-46,andy2662,2021-10-17 11:33:15.694000+00:00,Centro Prueba 1,Ninguna,Entel,32,ZTE CORPORATION,736023035923079,MF193A,558
-17.396301,-66.157103,-48,andy2662,2021-10-17 11:33:06.741000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,557
-17.395799,-66.15705,-48,andy2662,2021-10-17 11:32:57.694000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,556
-17.395345,-66.156857,-47,andy2662,2021-10-17 11:32:38.689000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,555
-17.395328,-66.156493,-53,andy2662,2021-10-17 11:32:29.681000+00:00,Centro Prueba 1,Ninguna,Entel,28,ZTE CORPORATION,736023035923079,MF193A,554
-17.39537,-66.156068,-48,andy2662,2021-10-17 11:32:20.679000+00:00,Centro Prueba 1,Ninguna,Entel,23,ZTE CORPORATION,736023035923079,MF193A,553
-17.395737,-66.155999,-65,andy2662,2021-10-17 11:32:11.677000+00:00,Centro Prueba 1,Ninguna,Entel,21,ZTE CORPORATION,736023035923079,MF193A,552
-17.396185,-66.156014,-58,andy2662,2021-10-17 11:32:02.674000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,551
-17.396372,-66.156238,-56,andy2662,2021-10-17 11:31:53.670000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,550
-17.396455,-66.156769,-50,andy2662,2021-10-17 11:31:43.678000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,549
-17.396225,-66.157132,-51,andy2662,2021-10-17 11:31:34.662000+00:00,Centro Prueba 1,Ninguna,Entel,30,ZTE CORPORATION,736023035923079,MF193A,548
-17.395495,-66.157238,-55,andy2662,2021-10-17 11:31:25.186000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,547
-17.394955,-66.157371,-51,andy2662,2021-10-17 11:30:50.620000+00:00,Centro Prueba 1,Ninguna,Entel,24,ZTE CORPORATION,736023035923079,MF193A,546
-17.39332,-66.157043,-53,andy2662,2021-10-17 11:30:34.618000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,545
-17.392408,-66.157023,-53,andy2662,2021-10-17 11:30:24.617000+00:00,Centro Prueba 1,Ninguna,Entel,26,ZTE CORPORATION,736023035923079,MF193A,544
-17.394566,-66.15792,-48,andy2662,2021-10-17 11:30:14.659000+00:00,Centro Prueba 1,Ninguna,Entel,29,ZTE CORPORATION,736023035923079,MF193A,543
-17.394773,-66.158403,-50,andy2662,2021-10-17 11:29:57.622000+00:00,Centro Prueba 1,Ninguna,Entel,31,ZTE CORPORATION,736023035923079,MF193A,542
-17.395344,-66.15823,-52,andy2662,2021-10-17 11:29:07.669000+00:00,Centro Prueba 1,Ninguna,Entel,27,ZTE CORPORATION,736023035923079,MF193A,541
-17.356851,-66.200075,-58,andy2662,2021-10-17 00:28:07.636000+00:00,Scuba,Noche,Entel,25,ZTE CORPORATION,736023035923079,MF193A,540
-17.356857,-66.200047,-49,andy2662,2021-10-17 00:24:11.660000+00:00,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,539
-17.356862,-66.200051,-48,andy2662,2021-10-17 00:24:00.667000+00:00,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,538
-17.356857,-66.200054,-50,andy2662,2021-10-17 00:23:45.663000+00:00,Noche,Prueba 1,Tigo,28,ZTE CORPORATION,736030057419257,MF193A,537
-17.356835,-66.200047,-58,andy2662,2021-10-17 00:22:52.663000+00:00,Noche,Prueba 1,Entel,21,ZTE CORPORATION,736023035923079,MF193A,536
-17.356825,-66.200057,-67,andy2662,2021-10-17 00:20:29.665000+00:00,Noche,Prueba 1,Viva,21,ZTE CORPORATION,736010912233332,MF193A,535
-17.356814,-66.200046,-66,andy2662,2021-10-17 00:20:08.208000+00:00,Noche,Prueba 1,Viva,20,ZTE CORPORATION,736010912233332,MF193A,534
-17.35683,-66.200076,-59,andy2662,2021-10-14 10:16:51.660000+00:00,Nueva prueba,1234,Viva,23,ZTE CORPORATION,736010912233332,MF193A,533
-17.356659,-66.199807,-82,andres,2021-06-28 10:18:06.763000+00:00,Prueba Colcapirhua,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A,532
-17.356736,-66.199412,-81,andres,2021-06-28 10:17:57.747000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,531
-17.356845,-66.198925,-80,andres,2021-06-28 10:17:48.748000+00:00,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A,530
-17.356959,-66.19849,-70,andres,2021-06-28 10:17:39.740000+00:00,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,529
-17.357409,-66.198301,-75,andres,2021-06-28 10:17:24.738000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,528
-17.357812,-66.198454,-81,andres,2021-06-28 10:17:15.761000+00:00,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A,527
-17.35854,-66.19868,-77,andres,2021-06-28 10:17:06.729000+00:00,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,526
-17.359078,-66.198862,-75,andres,2021-06-28 10:16:57.728000+00:00,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A,525
-17.359536,-66.199038,-79,andres,2021-06-28 10:16:46.723000+00:00,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A,524
-17.360199,-66.199256,-79,andres,2021-06-28 10:16:37.715000+00:00,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A,523
-17.360541,-66.198759,-69,andres,2021-06-28 10:16:27.711000+00:00,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A,522
